time,open,high,low,close,tick_volume,spread,real_volume
2025-03-10 13:25:00+00:00,1.08548,1.08565,1.0849,1.08515,352,1,0
2025-03-10 13:20:00+00:00,1.08539,1.08552,1.08518,1.08548,351,1,0
2025-03-10 13:15:00+00:00,1.08423,1.08568,1.08399,1.08539,801,1,0
2025-03-10 13:10:00+00:00,1.0849199999999999,1.085,1.08415,1.08426,644,1,0
2025-03-10 13:05:00+00:00,1.08306,1.08496,1.08124,1.08496,1319,1,0
2025-03-10 13:00:00+00:00,1.08608,1.08642,1.0828,1.08304,862,1,0
2025-03-10 12:55:00+00:00,1.08628,1.08638,1.08593,1.08608,260,1,0
2025-03-10 12:50:00+00:00,1.08591,1.08638,1.08566,1.08632,351,1,0
2025-03-10 12:45:00+00:00,1.08599,1.08647,1.08587,1.08588,366,1,0
2025-03-10 12:40:00+00:00,1.08655,1.08655,1.08588,1.08598,333,1,0
2025-03-10 12:35:00+00:00,1.08655,1.08663,1.08608,1.08653,306,1,0
2025-03-10 12:30:00+00:00,1.08672,1.08704,1.08634,1.08655,434,1,0
2025-03-10 12:25:00+00:00,1.08643,1.08745,1.08631,1.08668,543,1,0
2025-03-10 12:20:00+00:00,1.08549,1.08643,1.08534,1.08643,445,1,0
2025-03-10 12:15:00+00:00,1.08598,1.08613,1.08542,1.08549,375,1,0
2025-03-10 12:10:00+00:00,1.0858,1.08603,1.08524,1.08599,383,1,0
2025-03-10 12:05:00+00:00,1.08544,1.08611,1.08541,1.08582,414,1,0
2025-03-10 12:00:00+00:00,1.08513,1.08593,1.08504,1.0854300000000001,428,1,0
2025-03-10 11:55:00+00:00,1.08527,1.08567,1.08481,1.08514,469,1,0
2025-03-10 11:50:00+00:00,1.0855,1.08568,1.08513,1.08527,367,1,0
2025-03-10 11:45:00+00:00,1.08419,1.08564,1.0841,1.08549,448,1,0
2025-03-10 11:40:00+00:00,1.08456,1.08457,1.08403,1.08419,307,1,0
2025-03-10 11:35:00+00:00,1.08427,1.08483,1.08396,1.08457,404,1,0
2025-03-10 11:30:00+00:00,1.084,1.08455,1.08395,1.08426,406,1,0
2025-03-10 11:25:00+00:00,1.08401,1.08465,1.08398,1.08399,524,1,0
2025-03-10 11:20:00+00:00,1.08275,1.08424,1.08272,1.084,571,1,0
2025-03-10 11:15:00+00:00,1.08168,1.08297,1.08163,1.08279,489,1,0
2025-03-10 11:10:00+00:00,1.08104,1.08167,1.08097,1.08167,328,1,0
2025-03-10 11:05:00+00:00,1.0815,1.08167,1.08098,1.08102,310,1,0
2025-03-10 11:00:00+00:00,1.08102,1.08164,1.08085,1.08148,425,1,0
2025-03-10 10:55:00+00:00,1.08076,1.08113,1.08056,1.08102,425,1,0
2025-03-10 10:50:00+00:00,1.08152,1.08182,1.0805,1.08075,427,1,0
2025-03-10 10:45:00+00:00,1.08178,1.08194,1.0814300000000001,1.08152,336,1,0
2025-03-10 10:40:00+00:00,1.08193,1.0822,1.08149,1.08179,363,1,0
2025-03-10 10:35:00+00:00,1.0821,1.08218,1.08158,1.08194,331,1,0
2025-03-10 10:30:00+00:00,1.08184,1.0822,1.08183,1.08209,418,1,0
2025-03-10 10:25:00+00:00,1.08134,1.082,1.08134,1.08185,463,1,0
2025-03-10 10:20:00+00:00,1.08163,1.08177,1.08122,1.08136,387,1,0
2025-03-10 10:15:00+00:00,1.08111,1.08171,1.08105,1.08163,450,1,0
2025-03-10 10:10:00+00:00,1.08193,1.08193,1.08087,1.08114,552,1,0
2025-03-10 10:05:00+00:00,1.08226,1.08235,1.0817,1.08193,524,1,0
2025-03-10 10:00:00+00:00,1.08224,1.08243,1.08182,1.08229,508,1,0
2025-03-10 09:55:00+00:00,1.08227,1.08243,1.0811,1.08221,544,1,0
2025-03-10 09:50:00+00:00,1.08225,1.0824,1.08184,1.08226,447,1,0
2025-03-10 09:45:00+00:00,1.08383,1.0839,1.08222,1.08226,422,1,0
2025-03-10 09:40:00+00:00,1.08334,1.08383,1.08323,1.08383,330,1,0
2025-03-10 09:35:00+00:00,1.08353,1.08355,1.0831,1.08336,262,1,0
2025-03-10 09:30:00+00:00,1.08334,1.08382,1.08304,1.08352,306,1,0
2025-03-10 09:25:00+00:00,1.08304,1.08348,1.08302,1.08334,260,2,0
2025-03-10 09:20:00+00:00,1.08353,1.08353,1.08299,1.08304,243,2,0
2025-03-10 09:15:00+00:00,1.08372,1.08386,1.08342,1.08352,301,2,0
2025-03-10 09:10:00+00:00,1.08353,1.08382,1.08341,1.08371,306,2,0
2025-03-10 09:05:00+00:00,1.08408,1.08438,1.08353,1.08353,357,2,0
2025-03-10 09:00:00+00:00,1.08374,1.08419,1.0833,1.08408,370,2,0
2025-03-10 08:55:00+00:00,1.08377,1.08386,1.08343,1.08374,203,2,0
2025-03-10 08:50:00+00:00,1.08371,1.08384,1.08344,1.08375,215,2,0
2025-03-10 08:45:00+00:00,1.08409,1.08418,1.0836,1.0836999999999999,192,2,0
2025-03-10 08:40:00+00:00,1.08417,1.08418,1.08373,1.08409,252,2,0
2025-03-10 08:35:00+00:00,1.08408,1.08445,1.08408,1.08417,169,2,0
2025-03-10 08:30:00+00:00,1.08422,1.08434,1.08406,1.0841,198,2,0
2025-03-10 08:25:00+00:00,1.08389,1.08438,1.08389,1.08422,249,2,0
2025-03-10 08:20:00+00:00,1.08425,1.08442,1.0839,1.08391,296,2,0
2025-03-10 08:15:00+00:00,1.08398,1.08449,1.08393,1.08426,238,2,0
2025-03-10 08:10:00+00:00,1.0839,1.08412,1.08385,1.08399,185,2,0
2025-03-10 08:05:00+00:00,1.08351,1.08393,1.08351,1.0839,186,2,0
2025-03-10 08:00:00+00:00,1.08352,1.08368,1.08343,1.0835,165,2,0
2025-03-10 07:55:00+00:00,1.08336,1.08353,1.08327,1.08352,142,2,0
2025-03-10 07:50:00+00:00,1.08325,1.08336,1.08303,1.08336,171,2,0
2025-03-10 07:45:00+00:00,1.08342,1.08358,1.0832600000000001,1.0832600000000001,156,2,0
2025-03-10 07:40:00+00:00,1.08338,1.08349,1.08328,1.08343,124,2,0
2025-03-10 07:35:00+00:00,1.08321,1.08345,1.08313,1.08338,174,2,0
2025-03-10 07:30:00+00:00,1.08299,1.08323,1.08288,1.08319,160,2,0
2025-03-10 07:25:00+00:00,1.08287,1.08318,1.08283,1.08302,158,2,0
2025-03-10 07:20:00+00:00,1.08286,1.08302,1.0828,1.08288,131,2,0
2025-03-10 07:15:00+00:00,1.08312,1.08315,1.08282,1.08287,135,2,0
2025-03-10 07:10:00+00:00,1.0829,1.08325,1.0829,1.08313,162,2,0
2025-03-10 07:05:00+00:00,1.08291,1.08306,1.08277,1.08293,103,2,0
2025-03-10 07:00:00+00:00,1.08304,1.08324,1.08284,1.08292,174,2,0
2025-03-10 06:55:00+00:00,1.0832,1.08331,1.08301,1.08305,142,2,0
2025-03-10 06:50:00+00:00,1.08342,1.08343,1.08313,1.08319,114,2,0
2025-03-10 06:45:00+00:00,1.08342,1.08354,1.08338,1.08342,122,2,0
2025-03-10 06:40:00+00:00,1.08351,1.08365,1.08342,1.08342,75,2,0
2025-03-10 06:35:00+00:00,1.08349,1.08353,1.08327,1.08349,110,2,0
2025-03-10 06:30:00+00:00,1.08364,1.08368,1.08345,1.08349,98,2,0
2025-03-10 06:25:00+00:00,1.08359,1.08378,1.08359,1.08363,80,2,0
2025-03-10 06:20:00+00:00,1.0836,1.0836999999999999,1.08355,1.08361,108,2,0
2025-03-10 06:15:00+00:00,1.08351,1.08372,1.08351,1.08361,109,2,0
2025-03-10 06:10:00+00:00,1.08339,1.0836,1.08335,1.08352,107,2,0
2025-03-10 06:05:00+00:00,1.08356,1.08358,1.08323,1.08338,113,2,0
2025-03-10 06:00:00+00:00,1.08316,1.08356,1.0830899999999999,1.08356,143,2,0
2025-03-10 05:55:00+00:00,1.08361,1.08363,1.083,1.08317,179,2,0
2025-03-10 05:50:00+00:00,1.08373,1.08383,1.0836,1.08363,116,2,0
2025-03-10 05:45:00+00:00,1.08348,1.08373,1.08343,1.08373,123,2,0
2025-03-10 05:40:00+00:00,1.08341,1.08349,1.08324,1.08348,126,2,0
2025-03-10 05:35:00+00:00,1.0833,1.08344,1.08313,1.08342,145,2,0
2025-03-10 05:30:00+00:00,1.08332,1.08347,1.0832600000000001,1.08332,121,2,0
2025-03-10 05:25:00+00:00,1.08324,1.08349,1.08322,1.08334,120,2,0
2025-03-10 05:20:00+00:00,1.08363,1.08365,1.08313,1.08324,168,2,0
2025-03-10 05:15:00+00:00,1.08359,1.08372,1.0834,1.08361,160,2,0
2025-03-10 05:10:00+00:00,1.08357,1.08362,1.08341,1.08359,178,2,0
2025-03-10 05:05:00+00:00,1.08365,1.08386,1.08349,1.08357,154,2,0
2025-03-10 05:00:00+00:00,1.0836999999999999,1.08379,1.08349,1.08364,216,2,0
2025-03-10 04:55:00+00:00,1.0839,1.08393,1.08356,1.08372,205,2,0
2025-03-10 04:50:00+00:00,1.08378,1.08396,1.08377,1.08391,126,2,0
2025-03-10 04:45:00+00:00,1.08424,1.08428,1.08374,1.08377,221,2,0
2025-03-10 04:40:00+00:00,1.08476,1.08479,1.08424,1.08428,176,2,0
2025-03-10 04:35:00+00:00,1.0849199999999999,1.08493,1.08472,1.08477,151,2,0
2025-03-10 04:30:00+00:00,1.08465,1.08493,1.08449,1.0849199999999999,144,2,0
2025-03-10 04:25:00+00:00,1.08474,1.08483,1.08459,1.08467,140,2,0
2025-03-10 04:20:00+00:00,1.08466,1.08481,1.08461,1.08476,122,2,0
2025-03-10 04:15:00+00:00,1.08481,1.08489,1.0846,1.08465,186,2,0
2025-03-10 04:10:00+00:00,1.085,1.08504,1.08459,1.0848200000000001,183,2,0
2025-03-10 04:05:00+00:00,1.08542,1.08542,1.08494,1.085,196,2,0
2025-03-10 04:00:00+00:00,1.0853,1.08559,1.08523,1.08542,186,2,0
2025-03-10 03:55:00+00:00,1.08549,1.0855299999999999,1.08526,1.08531,215,2,0
2025-03-10 03:50:00+00:00,1.0855,1.08564,1.08538,1.08547,214,2,0
2025-03-10 03:45:00+00:00,1.0857,1.08583,1.08547,1.08549,240,2,0
2025-03-10 03:40:00+00:00,1.08595,1.08599,1.08563,1.08569,203,2,0
2025-03-10 03:35:00+00:00,1.08627,1.08639,1.08585,1.08595,225,2,0
2025-03-10 03:30:00+00:00,1.08609,1.08635,1.086,1.08627,200,2,0
2025-03-10 03:25:00+00:00,1.08669,1.08669,1.0860400000000001,1.0861,192,2,0
2025-03-10 03:20:00+00:00,1.08656,1.08683,1.08649,1.08669,155,2,0
2025-03-10 03:15:00+00:00,1.0867,1.0869,1.0865,1.08656,215,2,0
2025-03-10 03:10:00+00:00,1.08669,1.08684,1.08655,1.08669,191,2,0
2025-03-10 03:05:00+00:00,1.0867499999999999,1.08699,1.08661,1.08669,183,2,0
2025-03-10 03:00:00+00:00,1.08639,1.08709,1.08639,1.08676,318,2,0
2025-03-10 02:55:00+00:00,1.08648,1.08669,1.08635,1.0864,200,2,0
2025-03-10 02:50:00+00:00,1.08663,1.08664,1.08624,1.08647,221,2,0
2025-03-10 02:45:00+00:00,1.08617,1.08669,1.08617,1.08664,189,2,0
2025-03-10 02:40:00+00:00,1.08585,1.08648,1.08578,1.08616,212,2,0
2025-03-10 02:35:00+00:00,1.08569,1.08589,1.0855299999999999,1.08586,134,2,0
2025-03-10 02:30:00+00:00,1.08555,1.08575,1.0854,1.08566,133,2,0
2025-03-10 02:25:00+00:00,1.08589,1.08595,1.0853,1.08554,172,2,0
2025-03-10 02:20:00+00:00,1.08572,1.08599,1.08572,1.0859,129,2,0
2025-03-10 02:15:00+00:00,1.08554,1.08576,1.08538,1.08571,192,2,0
2025-03-10 02:10:00+00:00,1.08537,1.08562,1.08533,1.08555,155,2,0
2025-03-10 02:05:00+00:00,1.08555,1.08587,1.08534,1.0854,196,2,0
2025-03-10 02:00:00+00:00,1.086,1.08609,1.08555,1.08558,227,2,0
2025-03-10 01:55:00+00:00,1.08598,1.08608,1.08574,1.08599,124,2,0
2025-03-10 01:50:00+00:00,1.08624,1.08628,1.08593,1.08597,142,2,0
2025-03-10 01:45:00+00:00,1.08607,1.08643,1.08603,1.08621,152,2,0
2025-03-10 01:40:00+00:00,1.08599,1.08608,1.0859,1.08608,101,2,0
2025-03-10 01:35:00+00:00,1.08611,1.0861399999999999,1.08592,1.08598,95,2,0
2025-03-10 01:30:00+00:00,1.08623,1.08632,1.08578,1.0861,149,2,0
2025-03-10 01:25:00+00:00,1.08621,1.08635,1.0861399999999999,1.08624,81,2,0
2025-03-10 01:20:00+00:00,1.08636,1.08652,1.08617,1.0862,174,2,0
2025-03-10 01:15:00+00:00,1.0861399999999999,1.08654,1.08609,1.08637,242,2,0
2025-03-10 01:10:00+00:00,1.08516,1.08613,1.08516,1.08609,195,2,0
2025-03-10 01:05:00+00:00,1.08514,1.08556,1.08509,1.08517,192,2,0
2025-03-10 01:00:00+00:00,1.08494,1.08578,1.0848200000000001,1.08514,284,2,0
2025-03-10 00:55:00+00:00,1.08479,1.08494,1.08472,1.08486,125,17,0
2025-03-10 00:50:00+00:00,1.08468,1.0851,1.0845,1.08479,140,17,0
2025-03-10 00:45:00+00:00,1.08462,1.08493,1.08442,1.08468,145,17,0
2025-03-10 00:40:00+00:00,1.08538,1.08545,1.0845,1.08463,174,17,0
2025-03-10 00:35:00+00:00,1.0852,1.08541,1.08519,1.08537,176,17,0
2025-03-10 00:30:00+00:00,1.08485,1.0852,1.08473,1.0852,186,17,0
2025-03-10 00:25:00+00:00,1.08496,1.0852,1.08472,1.08486,131,4,0
2025-03-10 00:20:00+00:00,1.08473,1.08505,1.08434,1.08497,209,17,0
2025-03-10 00:15:00+00:00,1.08555,1.08562,1.08469,1.08474,227,17,0
2025-03-10 00:10:00+00:00,1.08572,1.08586,1.08542,1.08554,149,17,0
2025-03-10 00:05:00+00:00,1.08445,1.08589,1.08445,1.08574,192,17,0
2025-03-10 00:00:00+00:00,1.08373,1.08451,1.08367,1.08445,142,0,0
2025-03-07 23:55:00+00:00,1.08348,1.0836,1.0832,1.08325,231,5,0
2025-03-07 23:50:00+00:00,1.08347,1.08374,1.08347,1.08356,81,17,0
2025-03-07 23:45:00+00:00,1.08353,1.08355,1.08346,1.08348,47,4,0
2025-03-07 23:40:00+00:00,1.0838,1.08388,1.08355,1.08355,86,17,0
2025-03-07 23:35:00+00:00,1.08401,1.08408,1.08376,1.0838,64,4,0
2025-03-07 23:30:00+00:00,1.08403,1.08407,1.08398,1.08402,61,14,0
2025-03-07 23:25:00+00:00,1.08458,1.08458,1.08393,1.08402,72,17,0
2025-03-07 23:20:00+00:00,1.08467,1.08468,1.08451,1.08457,68,4,0
2025-03-07 23:15:00+00:00,1.08484,1.08493,1.08467,1.08467,86,4,0
2025-03-07 23:10:00+00:00,1.08498,1.08506,1.08477,1.08484,87,17,0
2025-03-07 23:05:00+00:00,1.08457,1.08501,1.08457,1.08499,86,17,0
2025-03-07 23:00:00+00:00,1.08461,1.08475,1.08452,1.0846,125,17,0
2025-03-07 22:55:00+00:00,1.08464,1.0849199999999999,1.08458,1.08462,181,2,0
2025-03-07 22:50:00+00:00,1.08443,1.08463,1.08434,1.08463,154,2,0
2025-03-07 22:45:00+00:00,1.0845,1.08462,1.08443,1.08443,137,2,0
2025-03-07 22:40:00+00:00,1.08464,1.0847,1.08449,1.08449,114,2,0
2025-03-07 22:35:00+00:00,1.08469,1.08479,1.08456,1.08464,166,2,0
2025-03-07 22:30:00+00:00,1.08453,1.08474,1.08449,1.08468,139,2,0
2025-03-07 22:25:00+00:00,1.08457,1.08463,1.08432,1.08455,163,2,0
2025-03-07 22:20:00+00:00,1.08452,1.08458,1.08435,1.08454,121,2,0
2025-03-07 22:15:00+00:00,1.08425,1.08454,1.08406,1.08453,183,2,0
2025-03-07 22:10:00+00:00,1.08411,1.08427,1.084,1.08426,167,2,0
2025-03-07 22:05:00+00:00,1.08418,1.08446,1.08399,1.08412,192,2,0
2025-03-07 22:00:00+00:00,1.08424,1.08455,1.08415,1.08419,249,2,0
2025-03-07 21:55:00+00:00,1.08408,1.08434,1.08405,1.08425,190,2,0
2025-03-07 21:50:00+00:00,1.08402,1.08435,1.08398,1.08405,196,2,0
2025-03-07 21:45:00+00:00,1.08414,1.0844,1.08398,1.08403,222,2,0
2025-03-07 21:40:00+00:00,1.08395,1.08428,1.08386,1.08415,185,2,0
2025-03-07 21:35:00+00:00,1.0843,1.08433,1.08391,1.08395,171,2,0
2025-03-07 21:30:00+00:00,1.0838,1.08434,1.08372,1.0843099999999999,197,2,0
2025-03-07 21:25:00+00:00,1.08384,1.08407,1.08369,1.08379,190,2,0
2025-03-07 21:20:00+00:00,1.08384,1.08411,1.08378,1.08385,167,2,0
2025-03-07 21:15:00+00:00,1.08355,1.08385,1.08347,1.08385,222,2,0
2025-03-07 21:10:00+00:00,1.08375,1.08392,1.08341,1.08356,229,2,0
2025-03-07 21:05:00+00:00,1.08346,1.08382,1.08338,1.08374,237,2,0
2025-03-07 21:00:00+00:00,1.08397,1.08402,1.08333,1.08345,261,2,0
2025-03-07 20:55:00+00:00,1.08409,1.08419,1.08385,1.08398,241,2,0
2025-03-07 20:50:00+00:00,1.08363,1.08418,1.08361,1.08405,231,2,0
2025-03-07 20:45:00+00:00,1.08374,1.08388,1.08333,1.08362,265,2,0
2025-03-07 20:40:00+00:00,1.0830899999999999,1.08378,1.08297,1.08378,240,2,0
2025-03-07 20:35:00+00:00,1.08296,1.08328,1.08279,1.08308,262,2,0
2025-03-07 20:30:00+00:00,1.08325,1.08348,1.08293,1.08297,210,2,0
2025-03-07 20:25:00+00:00,1.08359,1.08361,1.08294,1.08324,311,2,0
2025-03-07 20:20:00+00:00,1.0831,1.08369,1.08299,1.0836,304,2,0
2025-03-07 20:15:00+00:00,1.08327,1.08327,1.08256,1.0831,326,2,0
2025-03-07 20:10:00+00:00,1.08327,1.08357,1.0830899999999999,1.08324,289,2,0
2025-03-07 20:05:00+00:00,1.08353,1.08363,1.08319,1.0832600000000001,305,2,0
2025-03-07 20:00:00+00:00,1.08432,1.08442,1.08353,1.08354,337,2,0
2025-03-07 19:55:00+00:00,1.08366,1.08435,1.08345,1.08434,369,2,0
2025-03-07 19:50:00+00:00,1.08335,1.0838700000000001,1.08319,1.08366,375,2,0
2025-03-07 19:45:00+00:00,1.08358,1.08358,1.08322,1.08332,395,2,0
2025-03-07 19:40:00+00:00,1.08415,1.08417,1.08341,1.08357,392,2,0
2025-03-07 19:35:00+00:00,1.08476,1.08485,1.08404,1.08413,409,2,0
2025-03-07 19:30:00+00:00,1.08487,1.08488,1.08397,1.08476,474,2,0
2025-03-07 19:25:00+00:00,1.08483,1.08508,1.08477,1.08488,252,2,0
2025-03-07 19:20:00+00:00,1.08425,1.08493,1.08409,1.08484,403,2,0
2025-03-07 19:15:00+00:00,1.08539,1.0854,1.08388,1.08427,496,2,0
2025-03-07 19:10:00+00:00,1.08532,1.08561,1.08489,1.08538,441,2,0
2025-03-07 19:05:00+00:00,1.08564,1.08589,1.08471,1.08533,753,2,0
2025-03-07 19:00:00+00:00,1.08589,1.08644,1.08546,1.08561,388,2,0
2025-03-07 18:55:00+00:00,1.0854,1.08591,1.08522,1.08588,341,0,0
2025-03-07 18:50:00+00:00,1.08524,1.08548,1.08491,1.08541,340,0,0
2025-03-07 18:45:00+00:00,1.08527,1.0855,1.08511,1.08525,353,0,0
2025-03-07 18:40:00+00:00,1.08468,1.0853,1.08429,1.08529,419,0,0
2025-03-07 18:35:00+00:00,1.08434,1.08505,1.0843,1.0847,356,0,0
2025-03-07 18:30:00+00:00,1.08467,1.08468,1.08379,1.08433,489,0,0
2025-03-07 18:25:00+00:00,1.0855,1.08558,1.08459,1.08468,392,0,0
2025-03-07 18:20:00+00:00,1.08588,1.08646,1.08549,1.08549,318,0,0
2025-03-07 18:15:00+00:00,1.08601,1.0860400000000001,1.08557,1.08584,328,0,0
2025-03-07 18:10:00+00:00,1.08529,1.0861,1.08521,1.086,320,0,0
2025-03-07 18:05:00+00:00,1.08632,1.0864,1.08523,1.08528,446,0,0
2025-03-07 18:00:00+00:00,1.08701,1.0873,1.08613,1.08631,591,0,0
2025-03-07 17:55:00+00:00,1.08679,1.08729,1.08637,1.087,617,0,0
2025-03-07 17:50:00+00:00,1.0874,1.08768,1.08579,1.0868,977,0,0
2025-03-07 17:45:00+00:00,1.08426,1.08868,1.08415,1.08741,967,0,0
2025-03-07 17:40:00+00:00,1.08423,1.08429,1.08355,1.08424,500,0,0
2025-03-07 17:35:00+00:00,1.08443,1.08475,1.08392,1.0842,533,0,0
2025-03-07 17:30:00+00:00,1.08513,1.08521,1.0844,1.08441,442,0,0
2025-03-07 17:25:00+00:00,1.08522,1.08542,1.08464,1.08512,480,0,0
2025-03-07 17:20:00+00:00,1.08588,1.08602,1.08518,1.0852,448,0,0
2025-03-07 17:15:00+00:00,1.08533,1.08626,1.08529,1.08587,443,0,0
2025-03-07 17:10:00+00:00,1.08509,1.08558,1.08467,1.08537,463,0,0
2025-03-07 17:05:00+00:00,1.0855,1.08568,1.0845,1.08509,448,0,0
2025-03-07 17:00:00+00:00,1.08537,1.08583,1.08488,1.08549,543,0,0
2025-03-07 16:55:00+00:00,1.08598,1.08617,1.08502,1.08539,490,0,0
2025-03-07 16:50:00+00:00,1.08589,1.08662,1.08563,1.08601,549,0,0
2025-03-07 16:45:00+00:00,1.08692,1.08692,1.0853,1.08588,644,0,0
2025-03-07 16:40:00+00:00,1.08737,1.08747,1.08685,1.0869,556,0,0
2025-03-07 16:35:00+00:00,1.08691,1.08817,1.0869,1.08734,588,0,0
2025-03-07 16:30:00+00:00,1.08678,1.08748,1.0866500000000001,1.0869,605,0,0
2025-03-07 16:25:00+00:00,1.08694,1.08702,1.0863,1.0867499999999999,516,0,0
2025-03-07 16:20:00+00:00,1.08555,1.08709,1.08555,1.08695,548,0,0
2025-03-07 16:15:00+00:00,1.08576,1.08678,1.08552,1.08556,576,0,0
2025-03-07 16:10:00+00:00,1.08655,1.08659,1.0852,1.08578,596,0,0
2025-03-07 16:05:00+00:00,1.0855,1.08667,1.0855,1.08652,618,0,0
2025-03-07 16:00:00+00:00,1.08449,1.08561,1.08443,1.08551,776,0,0
2025-03-07 15:55:00+00:00,1.08591,1.08633,1.08445,1.08445,617,0,0
2025-03-07 15:50:00+00:00,1.08656,1.08727,1.08583,1.08589,665,0,0
2025-03-07 15:45:00+00:00,1.0869,1.08694,1.08615,1.08654,687,0,0
2025-03-07 15:40:00+00:00,1.0872,1.08804,1.08673,1.08694,881,0,0
2025-03-07 15:35:00+00:00,1.0884,1.08887,1.08681,1.08724,1079,0,0
2025-03-07 15:30:00+00:00,1.08585,1.08841,1.08432,1.0884,1796,0,0
2025-03-07 15:25:00+00:00,1.0853,1.08625,1.08525,1.08584,509,0,0
2025-03-07 15:20:00+00:00,1.08583,1.08595,1.08523,1.08534,379,0,0
2025-03-07 15:15:00+00:00,1.08548,1.0861,1.08529,1.08579,360,0,0
2025-03-07 15:10:00+00:00,1.08569,1.08569,1.08525,1.08548,337,0,0
2025-03-07 15:05:00+00:00,1.08512,1.08585,1.08498,1.08571,331,0,0
2025-03-07 15:00:00+00:00,1.08548,1.08551,1.08495,1.08513,316,0,0
2025-03-07 14:55:00+00:00,1.08487,1.08575,1.08479,1.08546,424,0,0
2025-03-07 14:50:00+00:00,1.08555,1.08567,1.08459,1.08488,354,0,0
2025-03-07 14:45:00+00:00,1.0851,1.0856,1.08485,1.08559,322,0,0
2025-03-07 14:40:00+00:00,1.08479,1.08515,1.08479,1.08509,252,0,0
2025-03-07 14:35:00+00:00,1.08435,1.08507,1.08432,1.08478,236,0,0
2025-03-07 14:30:00+00:00,1.08438,1.08461,1.08426,1.08437,298,0,0
2025-03-07 14:25:00+00:00,1.08451,1.08452,1.08415,1.08437,236,0,0
2025-03-07 14:20:00+00:00,1.08443,1.08508,1.08434,1.08452,334,0,0
2025-03-07 14:15:00+00:00,1.08462,1.0848200000000001,1.08426,1.08442,329,0,0
2025-03-07 14:10:00+00:00,1.08472,1.0848200000000001,1.08411,1.08464,405,0,0
2025-03-07 14:05:00+00:00,1.08501,1.08532,1.08464,1.08474,286,0,0
2025-03-07 14:00:00+00:00,1.08485,1.08505,1.0847,1.085,322,0,0
2025-03-07 13:55:00+00:00,1.08534,1.08558,1.08487,1.08488,301,1,0
2025-03-07 13:50:00+00:00,1.08468,1.08545,1.08453,1.08535,333,1,0
2025-03-07 13:45:00+00:00,1.08472,1.08483,1.08447,1.08467,290,1,0
2025-03-07 13:40:00+00:00,1.08487,1.08491,1.08449,1.08473,299,1,0
